PLANTID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
,2022-03-05 01:00:00,2.5,9360.0,72,9.6,91,851,,,
,2022-03-05 02:00:00,2.2,8526.0,77,8.8,94,850,,,
,2022-03-05 03:00:00,2.5,9465.0,72,7.6,97,850,,,
,2022-03-05 04:00:00,2.5,10310.0,78,8.3,95,849,,,
,2022-03-05 05:00:00,3.3,10776.0,79,8.8,95,849,,,
,2022-03-05 06:00:00,3.1,13418.0,84,8.4,96,849,,,
,2022-03-05 07:00:00,2.4,14102.0,73,8.7,95,850,,,
,2022-03-05 08:00:00,4.1,13898.0,93,9.5,94,851,,,
,2022-03-05 09:00:00,3.5,11728.0,98,10.1,95,851,,,
,2022-03-05 10:00:00,3.2,13720.0,106,10.2,95,852,,,
,2022-03-05 11:00:00,2.8,10010.0,96,10.3,97,852,,,
,2022-03-05 12:00:00,2.8,8794.0,117,10.7,97,851,,,
,2022-03-05 13:00:00,2.5,6667.0,116,10.9,97,850,,,
,2022-03-05 14:00:00,2.1,5962.0,109,11.0,96,849,,,
,2022-03-05 15:00:00,1.7,5825.0,100,11.2,95,849,,,
,2022-03-05 16:00:00,2.2,5887.0,103,11.3,95,848,,,
,2022-03-05 17:00:00,2.5,6467.0,104,11.2,96,848,,,
,2022-03-05 18:00:00,2.8,7089.0,100,10.8,98,848,,,
,2022-03-05 19:00:00,3.3,12112.0,101,10.4,99,848,,,
,2022-03-05 20:00:00,3.6,13266.0,103,10.2,99,849,,,
,2022-03-05 21:00:00,3.6,13549.0,101,10.0,100,849,,,
,2022-03-05 22:00:00,3.5,15897.0,103,10.1,99,850,,,
,2022-03-05 23:00:00,3.8,16785.0,105,10.2,98,850,,,
,2022-03-06 00:00:00,2.7,11464.0,105,10.3,98,850,,,
,2022-03-06 01:00:00,2.6,12769.0,81,10.3,99,849,,,
,2022-03-06 02:00:00,3.4,13784.0,87,10.2,99,848,,,
,2022-03-06 03:00:00,3.0,14450.0,81,10.1,99,847,,,
,2022-03-06 04:00:00,3.4,17318.0,73,10.0,98,847,,,
,2022-03-06 05:00:00,3.8,15685.0,78,9.8,98,847,,,
,2022-03-06 06:00:00,3.8,20217.0,68,9.6,98,847,,,
,2022-03-06 07:00:00,3.6,19428.0,72,9.3,99,848,,,
,2022-03-06 08:00:00,3.4,14862.0,63,9.3,98,849,,,
,2022-03-06 09:00:00,3.1,12365.0,53,9.6,97,849,,,
,2022-03-06 10:00:00,2.9,10799.0,54,10.0,94,850,,,
,2022-03-06 11:00:00,2.6,7365.0,18,10.5,92,850,,,
,2022-03-06 12:00:00,1.9,6215.0,32,10.9,90,850,,,
,2022-03-06 13:00:00,1.8,6656.0,344,11.2,90,850,,,
,2022-03-06 14:00:00,2.1,8575.0,325,11.6,90,850,,,
,2022-03-06 15:00:00,1.7,8722.0,324,10.9,94,849,,,
,2022-03-06 16:00:00,2.6,8845.0,329,10.2,95,850,,,
,2022-03-06 17:00:00,2.7,7063.0,345,9.3,95,850,,,
,2022-03-06 18:00:00,2.4,8954.0,341,8.5,95,851,,,
,2022-03-06 19:00:00,3.0,12795.0,346,8.0,95,852,,,
,2022-03-06 20:00:00,3.7,17610.0,349,6.9,97,853,,,
,2022-03-06 21:00:00,4.2,18924.0,346,6.0,96,854,,,
,2022-03-06 22:00:00,4.3,19452.0,345,5.3,95,854,,,
,2022-03-06 23:00:00,4.3,20626.0,349,4.5,94,854,,,
,2022-03-07 00:00:00,4.3,23815.0,347,4.8,97,854,,,
,2022-03-07 01:00:00,5.0,26077.0,344,4.4,96,854,,,
,2022-03-07 02:00:00,4.1,23324.0,344,3.5,96,854,,,
,2022-03-07 03:00:00,2.5,18820.0,344,3.1,94,854,,,
,2022-03-07 04:00:00,2.9,19151.0,352,2.8,92,853,,,
,2022-03-07 05:00:00,3.4,20857.0,353,2.5,94,853,,,
,2022-03-07 06:00:00,3.4,21033.0,0,2.0,94,854,,,
,2022-03-07 07:00:00,2.9,17539.0,8,2.0,92,854,,,
,2022-03-07 08:00:00,2.7,14997.0,6,5.2,87,855,,,
,2022-03-07 09:00:00,1.7,11695.0,13,7.8,83,856,,,
,2022-03-07 10:00:00,1.4,9031.0,0,9.9,79,857,,,
,2022-03-07 11:00:00,2.0,8023.0,349,12.1,68,857,,,
,2022-03-07 12:00:00,2.8,9678.0,15,13.7,59,857,,,
,2022-03-07 13:00:00,3.2,12013.0,30,14.2,57,856,,,
,2022-03-07 14:00:00,2.9,10721.0,34,14.4,55,855,,,
,2022-03-07 15:00:00,2.7,12083.0,45,14.6,52,855,,,
,2022-03-07 16:00:00,2.4,11225.0,57,14.3,51,854,,,
,2022-03-07 17:00:00,2.2,10111.0,66,13.5,54,854,,,
,2022-03-07 18:00:00,2.2,10867.0,87,11.8,64,854,,,
,2022-03-07 19:00:00,2.0,12072.0,96,8.7,76,854,,,
,2022-03-07 20:00:00,2.3,14378.0,90,7.2,80,854,,,
,2022-03-07 21:00:00,2.5,15346.0,85,6.7,77,854,,,
,2022-03-07 22:00:00,3.0,18860.0,111,6.4,70,855,,,
,2022-03-07 23:00:00,3.2,22620.0,139,5.5,72,855,,,
,2022-03-08 00:00:00,3.3,25397.0,175,6.5,81,854,,,
,2022-03-08 01:00:00,3.2,23829.0,180,6.4,79,854,,,
,2022-03-08 02:00:00,2.9,22755.0,180,6.3,78,853,,,
,2022-03-08 03:00:00,2.5,18485.0,173,6.2,78,852,,,
,2022-03-08 04:00:00,2.5,19500.0,169,5.9,75,851,,,
,2022-03-08 05:00:00,2.8,21697.0,167,6.2,69,851,,,
,2022-03-08 06:00:00,3.0,25536.0,171,6.1,65,851,,,
,2022-03-08 07:00:00,3.1,26166.0,176,5.8,63,851,,,
,2022-03-08 08:00:00,3.2,27173.0,178,6.8,64,851,,,
,2022-03-08 09:00:00,3.0,26469.0,174,9.4,55,852,,,
,2022-03-08 10:00:00,2.7,24846.0,172,11.5,47,852,,,
,2022-03-08 11:00:00,2.8,21784.0,176,13.2,43,852,,,
,2022-03-08 12:00:00,3.0,20520.0,172,14.5,43,851,,,
,2022-03-08 13:00:00,2.9,18953.0,176,15.5,43,850,,,
,2022-03-08 14:00:00,2.8,17871.0,180,16.2,40,849,,,
,2022-03-08 15:00:00,2.6,16457.0,178,16.5,40,849,,,
,2022-03-08 16:00:00,2.6,15104.0,171,16.2,40,848,,,
,2022-03-08 17:00:00,2.6,16764.0,162,15.2,45,848,,,
,2022-03-08 18:00:00,2.8,17327.0,154,13.2,60,848,,,
,2022-03-08 19:00:00,3.0,21091.0,163,10.9,64,848,,,
,2022-03-08 20:00:00,3.1,24140.0,161,10.4,64,849,,,
,2022-03-08 21:00:00,3.0,24069.0,163,10.4,66,849,,,
,2022-03-08 22:00:00,3.0,21733.0,166,10.4,67,850,,,
,2022-03-08 23:00:00,2.7,21053.0,174,10.4,66,850,,,
,2022-03-09 00:00:00,2.4,18219.0,175,10.8,65,850,,,
,2022-03-09 01:00:00,2.1,16909.0,194,10.6,65,850,,,
,2022-03-09 02:00:00,1.7,15025.0,220,9.9,67,850,,,
,2022-03-09 03:00:00,1.5,13823.0,233,10.0,65,849,,,
,2022-03-09 04:00:00,1.3,13165.0,222,10.9,61,849,,,
,2022-03-09 05:00:00,1.5,14389.0,203,10.8,60,849,,,
,2022-03-09 06:00:00,1.8,15817.0,199,10.7,60,849,,,
,2022-03-09 07:00:00,1.8,14948.0,196,10.7,60,850,,,
,2022-03-09 08:00:00,1.9,12010.0,205,11.7,61,851,,,
,2022-03-09 09:00:00,1.5,9652.0,203,13.6,58,851,,,
,2022-03-09 10:00:00,1.7,9438.0,197,15.1,55,852,,,
,2022-03-09 11:00:00,1.8,9997.0,193,16.2,56,852,,,
,2022-03-09 12:00:00,1.9,9927.0,186,17.0,57,851,,,
,2022-03-09 13:00:00,2.1,10575.0,185,17.6,56,851,,,
,2022-03-09 14:00:00,2.3,10524.0,187,18.0,56,850,,,
,2022-03-09 15:00:00,2.6,11140.0,178,18.0,56,850,,,
,2022-03-09 16:00:00,2.6,11341.0,169,17.3,60,849,,,
,2022-03-09 17:00:00,2.2,9520.0,162,16.1,65,849,,,
,2022-03-09 18:00:00,1.9,7712.0,148,14.9,70,850,,,
,2022-03-09 19:00:00,1.6,8145.0,140,13.6,75,850,,,
,2022-03-09 20:00:00,1.0,8060.0,114,12.9,78,850,,,
,2022-03-09 21:00:00,1.1,8536.0,100,12.0,81,851,,,
,2022-03-09 22:00:00,1.3,8723.0,117,11.7,81,851,,,
,2022-03-09 23:00:00,1.3,8881.0,129,11.4,81,851,,,
,2022-03-10 00:00:00,1.6,9462.0,140,11.1,77,851,,,
,2022-03-10 01:00:00,2.1,10485.0,151,11.6,77,851,,,
,2022-03-10 02:00:00,1.7,10116.0,170,11.3,81,851,,,
,2022-03-10 03:00:00,1.3,11198.0,207,10.2,85,850,,,
,2022-03-10 04:00:00,1.6,11257.0,240,9.2,88,850,,,
,2022-03-10 05:00:00,1.7,10899.0,237,9.1,88,850,,,
,2022-03-10 06:00:00,1.8,12092.0,225,9.5,86,850,,,
,2022-03-10 07:00:00,2.5,14521.0,217,9.7,86,850,,,
,2022-03-10 08:00:00,3.1,14414.0,216,11.3,83,851,,,
,2022-03-10 09:00:00,2.9,15400.0,216,13.3,75,851,,,
,2022-03-10 10:00:00,3.3,16599.0,229,14.8,70,851,,,
,2022-03-10 11:00:00,3.5,16333.0,239,16.2,68,851,,,
,2022-03-10 12:00:00,4.1,17482.0,255,17.7,65,851,,,
,2022-03-10 13:00:00,4.2,17179.0,251,17.9,65,850,,,
,2022-03-10 14:00:00,4.1,15010.0,250,17.8,68,849,,,
,2022-03-10 15:00:00,4.0,13669.0,252,17.6,69,849,,,
,2022-03-10 16:00:00,3.3,10619.0,258,17.1,72,848,,,
,2022-03-10 17:00:00,2.6,7596.0,259,16.9,72,848,,,
,2022-03-10 18:00:00,1.9,5120.0,254,16.0,79,848,,,
,2022-03-10 19:00:00,0.9,4602.0,252,15.3,80,849,,,
,2022-03-10 20:00:00,0.4,4763.0,214,14.0,87,849,,,
,2022-03-10 21:00:00,1.0,5613.0,156,13.5,85,850,,,
,2022-03-10 22:00:00,2.1,7066.0,135,13.3,85,850,,,
,2022-03-10 23:00:00,1.9,7155.0,144,13.2,87,850,,,
,2022-03-11 00:00:00,2.3,12072.0,180,12.9,87,850,,,
,2022-03-11 01:00:00,2.5,15084.0,191,12.6,88,850,,,
,2022-03-11 02:00:00,2.8,17269.0,207,12.1,88,850,,,
,2022-03-11 03:00:00,2.8,17365.0,222,11.2,90,849,,,
,2022-03-11 04:00:00,2.6,15738.0,239,10.8,91,849,,,
,2022-03-11 05:00:00,2.2,13413.0,249,10.8,91,849,,,
,2022-03-11 06:00:00,1.9,11405.0,252,10.7,92,849,,,
,2022-03-11 07:00:00,1.6,9853.0,248,11.3,90,849,,,
,2022-03-11 08:00:00,1.3,7022.0,247,13.2,89,850,,,
,2022-03-11 09:00:00,1.3,6058.0,238,15.6,82,851,,,
,2022-03-11 10:00:00,2.0,7853.0,229,17.0,77,851,,,
,2022-03-11 11:00:00,2.2,10670.0,214,17.6,74,851,,,
,2022-03-11 12:00:00,2.1,10740.0,203,17.7,76,850,,,
,2022-03-11 13:00:00,2.1,11038.0,199,17.3,80,849,,,
,2022-03-11 14:00:00,2.6,12464.0,201,17.0,84,849,,,
,2022-03-11 15:00:00,2.2,12017.0,193,17.1,84,848,,,
,2022-03-11 16:00:00,2.1,11193.0,163,17.5,81,848,,,
,2022-03-11 17:00:00,3.0,11900.0,143,17.5,78,848,,,
,2022-03-11 18:00:00,3.6,12682.0,142,16.9,83,848,,,
,2022-03-11 19:00:00,3.8,14503.0,141,15.6,89,848,,,
,2022-03-11 20:00:00,4.2,18119.0,134,14.8,92,848,,,
,2022-03-11 21:00:00,4.4,17592.0,129,14.3,94,849,,,
,2022-03-11 22:00:00,4.3,19691.0,129,13.9,94,849,,,
,2022-03-11 23:00:00,4.1,22032.0,129,14.2,94,849,,,
,2022-03-12 00:00:00,3.7,25869.0,145,13.9,93,849,,,
,2022-03-12 01:00:00,3.7,29617.0,166,13.4,94,849,,,
,2022-03-12 02:00:00,3.8,28438.0,173,13.4,93,849,,,
,2022-03-12 03:00:00,3.4,26843.0,185,13.1,93,848,,,
,2022-03-12 04:00:00,3.2,29139.0,194,12.9,94,848,,,
,2022-03-12 05:00:00,3.7,32566.0,193,13.3,92,847,,,
,2022-03-12 06:00:00,4.1,33817.0,197,12.8,94,847,,,
,2022-03-12 07:00:00,3.9,33871.0,199,12.4,95,848,,,
,2022-03-12 08:00:00,3.7,31817.0,199,14.2,93,848,,,
,2022-03-12 09:00:00,3.3,28250.0,200,16.2,86,849,,,
,2022-03-12 10:00:00,4.7,28405.0,208,17.6,79,849,,,
,2022-03-12 11:00:00,5.3,27257.0,214,18.7,74,849,,,
,2022-03-12 12:00:00,5.1,22023.0,219,19.1,73,849,,,
,2022-03-12 13:00:00,5.1,21983.0,227,18.5,78,848,,,
,2022-03-12 14:00:00,5.2,19482.0,222,18.3,81,847,,,
,2022-03-12 15:00:00,5.2,21188.0,220,18.4,82,846,,,
,2022-03-12 16:00:00,4.6,19809.0,213,17.8,86,846,,,
,2022-03-12 17:00:00,3.8,17616.0,209,17.5,88,846,,,
,2022-03-12 18:00:00,3.2,17258.0,202,17.2,92,846,,,
,2022-03-12 19:00:00,3.1,16403.0,199,16.0,96,847,,,
,2022-03-12 20:00:00,3.6,22789.0,203,15.3,97,847,,,
,2022-03-12 21:00:00,4.1,26179.0,208,15.0,96,848,,,
,2022-03-12 22:00:00,4.2,28031.0,213,15.0,93,848,,,
,2022-03-12 23:00:00,4.1,29882.0,218,14.2,92,848,,,
,2022-03-13 00:00:00,3.8,27510.0,223,14.0,93,849,,,
,2022-03-13 01:00:00,3.6,25965.0,226,13.8,92,849,,,
,2022-03-13 02:00:00,3.6,25732.0,232,13.7,92,848,,,
,2022-03-13 03:00:00,3.4,26659.0,234,13.4,92,848,,,
,2022-03-13 04:00:00,3.4,27061.0,238,12.8,95,847,,,
,2022-03-13 05:00:00,3.4,25845.0,244,12.5,95,847,,,
,2022-03-13 06:00:00,3.4,25341.0,249,12.2,98,847,,,
,2022-03-13 07:00:00,3.1,25951.0,251,12.2,98,848,,,
,2022-03-13 08:00:00,3.0,21789.0,255,14.7,96,848,,,
,2022-03-13 09:00:00,3.5,20487.0,258,16.8,91,849,,,
,2022-03-13 10:00:00,4.8,21644.0,255,17.9,86,849,,,
,2022-03-13 11:00:00,5.0,19999.0,248,18.5,82,849,,,
,2022-03-13 12:00:00,4.7,16768.0,245,19.4,79,849,,,
,2022-03-13 13:00:00,4.5,12793.0,249,19.5,79,849,,,
,2022-03-13 14:00:00,3.7,10240.0,254,19.8,78,848,,,
,2022-03-13 15:00:00,4.1,8610.0,253,20.0,78,847,,,
,2022-03-13 16:00:00,3.9,8515.0,247,20.4,75,847,,,
,2022-03-13 17:00:00,3.6,6856.0,243,20.2,75,847,,,
,2022-03-13 18:00:00,2.5,4653.0,238,19.3,81,848,,,
,2022-03-13 19:00:00,0.8,4513.0,203,18.2,86,848,,,
,2022-03-13 20:00:00,1.6,7511.0,165,17.0,90,849,,,
,2022-03-13 21:00:00,2.8,13373.0,176,15.9,94,849,,,
,2022-03-13 22:00:00,3.5,18100.0,183,15.0,96,849,,,
,2022-03-13 23:00:00,3.4,19917.0,197,15.2,97,849,,,
,2022-03-14 00:00:00,2.3,14544.0,205,16.3,96,849,,,
,2022-03-14 01:00:00,3.1,19634.0,207,16.0,94,849,,,
,2022-03-14 02:00:00,3.2,18066.0,214,15.1,94,848,,,
,2022-03-14 03:00:00,3.3,16059.0,227,14.5,92,848,,,
,2022-03-14 04:00:00,2.8,15140.0,244,14.4,91,848,,,
,2022-03-14 05:00:00,2.0,11499.0,264,14.2,92,848,,,
,2022-03-14 06:00:00,1.4,9828.0,278,14.1,92,849,,,
,2022-03-14 07:00:00,1.2,9157.0,265,14.4,92,849,,,
,2022-03-14 08:00:00,1.4,6043.0,262,16.2,89,850,,,
,2022-03-14 09:00:00,1.9,5003.0,261,17.6,88,851,,,
,2022-03-14 10:00:00,2.6,7085.0,259,18.9,82,851,,,
,2022-03-14 11:00:00,3.1,8297.0,255,20.2,75,851,,,
,2022-03-14 12:00:00,2.9,5753.0,248,20.9,71,851,,,
,2022-03-14 13:00:00,2.8,4152.0,249,21.5,69,850,,,
,2022-03-14 14:00:00,2.8,3490.0,266,21.7,68,849,,,
,2022-03-14 15:00:00,3.2,3222.0,286,21.4,69,849,,,
,2022-03-14 16:00:00,3.9,3982.0,297,20.6,73,848,,,
,2022-03-14 17:00:00,3.7,3906.0,334,19.4,79,848,,,
,2022-03-14 18:00:00,3.1,5140.0,327,17.9,88,849,,,
,2022-03-14 19:00:00,3.0,7140.0,12,16.7,96,849,,,
,2022-03-14 20:00:00,2.2,6949.0,63,16.2,98,850,,,
,2022-03-14 21:00:00,1.9,7482.0,69,16.0,99,850,,,
,2022-03-14 22:00:00,2.0,8250.0,81,15.6,98,851,,,
,2022-03-14 23:00:00,2.4,9126.0,90,14.6,100,851,,,
,2022-03-15 00:00:00,2.3,8406.0,56,14.0,99,851,,,
,2022-03-15 01:00:00,2.7,7441.0,36,13.7,99,850,,,
,2022-03-15 02:00:00,2.8,8550.0,27,13.6,99,850,,,
,2022-03-15 03:00:00,1.7,5847.0,45,13.9,98,849,,,
,2022-03-15 04:00:00,0.9,4884.0,63,13.8,98,849,,,
,2022-03-15 05:00:00,0.9,5073.0,108,13.4,99,849,,,
,2022-03-15 06:00:00,0.8,7057.0,135,12.6,99,849,,,
,2022-03-15 07:00:00,1.0,8177.0,180,13.2,97,849,,,
,2022-03-15 08:00:00,1.1,8388.0,195,14.3,96,850,,,
,2022-03-15 09:00:00,1.1,9865.0,214,15.5,93,850,,,
,2022-03-15 10:00:00,0.7,6961.0,207,17.4,80,850,,,
,2022-03-15 11:00:00,0.9,6639.0,180,18.7,74,850,,,
,2022-03-15 12:00:00,1.7,5878.0,177,19.6,70,850,,,
,2022-03-15 13:00:00,1.6,5863.0,184,20.4,68,849,,,
,2022-03-15 14:00:00,1.1,6757.0,195,20.9,67,848,,,
,2022-03-15 15:00:00,1.3,7527.0,180,20.8,69,848,,,
,2022-03-15 16:00:00,1.9,7541.0,168,20.5,71,847,,,
,2022-03-15 17:00:00,2.7,7511.0,156,19.4,75,847,,,
,2022-03-15 18:00:00,2.6,9475.0,144,18.0,80,847,,,
,2022-03-15 19:00:00,2.1,7483.0,133,16.8,84,847,,,
,2022-03-15 20:00:00,2.6,9141.0,130,15.6,89,848,,,
,2022-03-15 21:00:00,3.1,13067.0,135,14.4,94,848,,,
,2022-03-15 22:00:00,3.4,14072.0,143,13.8,97,849,,,
,2022-03-15 23:00:00,3.1,14893.0,147,14.7,97,849,,,
,2022-03-16 00:00:00,3.5,20142.0,137,14.9,94,849,,,
,2022-03-16 01:00:00,3.3,18858.0,137,15.1,94,848,,,
,2022-03-16 02:00:00,3.1,20104.0,149,15.4,95,848,,,
,2022-03-16 03:00:00,2.8,19066.0,154,15.5,96,847,,,
,2022-03-16 04:00:00,2.8,19756.0,159,15.4,97,846,,,
,2022-03-16 05:00:00,3.2,24471.0,154,15.1,97,846,,,
,2022-03-16 06:00:00,3.0,22024.0,146,15.0,98,846,,,
,2022-03-16 07:00:00,3.3,24128.0,149,15.3,99,846,,,
,2022-03-16 08:00:00,3.4,24034.0,140,15.7,99,847,,,
,2022-03-16 09:00:00,4.3,29677.0,151,16.3,97,847,,,
,2022-03-16 10:00:00,4.2,25589.0,155,16.4,97,847,,,
,2022-03-16 11:00:00,4.0,25193.0,159,16.7,97,846,,,
,2022-03-16 12:00:00,5.2,28158.0,156,17.6,93,845,,,
,2022-03-16 13:00:00,5.7,28169.0,156,17.6,93,844,,,
,2022-03-16 14:00:00,4.3,23380.0,167,17.4,95,843,,,
,2022-03-16 15:00:00,4.7,25725.0,181,18.7,90,842,,,
,2022-03-16 16:00:00,4.7,24236.0,190,19.5,85,842,,,
,2022-03-16 17:00:00,3.6,20758.0,218,18.2,92,842,,,
,2022-03-16 18:00:00,2.9,18217.0,254,17.5,95,842,,,
,2022-03-16 19:00:00,4.2,28989.0,228,16.7,96,842,,,
,2022-03-16 20:00:00,5.5,38855.0,204,16.4,93,843,,,
,2022-03-16 21:00:00,4.2,39771.0,216,15.4,95,843,,,
,2022-03-16 22:00:00,6.2,40617.0,217,15.1,97,844,,,
,2022-03-16 23:00:00,6.6,42789.0,221,15.3,94,844,,,
,2022-03-17 00:00:00,6.5,42903.0,212,15.3,97,845,,,
,2022-03-17 01:00:00,4.8,38127.0,237,15.0,97,844,,,
,2022-03-17 02:00:00,4.5,35756.0,265,15.0,96,844,,,
,2022-03-17 03:00:00,5.9,36774.0,266,15.1,96,844,,,
,2022-03-17 04:00:00,5.5,36290.0,267,15.0,96,844,,,
,2022-03-17 05:00:00,4.8,34346.0,272,14.9,97,844,,,
,2022-03-17 06:00:00,3.7,27632.0,289,14.9,97,844,,,
,2022-03-17 07:00:00,2.0,17641.0,281,14.8,97,845,,,
,2022-03-17 08:00:00,0.6,8884.0,315,14.8,97,846,,,
,2022-03-17 09:00:00,1.3,10030.0,27,14.5,98,847,,,
,2022-03-17 10:00:00,2.4,11143.0,36,14.4,95,848,,,
,2022-03-17 11:00:00,2.9,11286.0,29,14.7,91,848,,,
,2022-03-17 12:00:00,1.7,10901.0,13,15.8,86,848,,,
,2022-03-17 13:00:00,0.4,10134.0,297,17.0,82,848,,,
,2022-03-17 14:00:00,0.4,7244.0,146,16.4,85,847,,,
,2022-03-17 15:00:00,1.3,5131.0,90,15.6,85,847,,,
,2022-03-17 16:00:00,1.8,5321.0,87,14.9,86,846,,,
,2022-03-17 17:00:00,2.1,6749.0,79,14.4,85,846,,,
,2022-03-17 18:00:00,2.1,7186.0,85,13.1,89,847,,,
,2022-03-17 19:00:00,1.6,9130.0,72,11.9,92,847,,,
,2022-03-17 20:00:00,1.9,11279.0,84,11.2,94,848,,,
,2022-03-17 21:00:00,2.5,13684.0,72,10.1,95,849,,,
,2022-03-17 22:00:00,2.4,15220.0,81,8.9,97,849,,,
,2022-03-17 23:00:00,2.4,14641.0,73,8.4,94,849,,,
,2022-03-18 00:00:00,2.4,11018.0,68,6.8,96,849,,,
,2022-03-18 01:00:00,2.2,10905.0,68,6.4,97,849,,,
,2022-03-18 02:00:00,1.6,9597.0,72,6.2,97,848,,,
,2022-03-18 03:00:00,1.3,8428.0,77,6.0,98,848,,,
,2022-03-18 04:00:00,1.0,8146.0,107,6.2,97,847,,,
,2022-03-18 05:00:00,1.2,6594.0,95,6.1,97,847,,,
,2022-03-18 06:00:00,1.2,6606.0,85,6.0,97,848,,,
,2022-03-18 07:00:00,0.4,8737.0,76,6.1,97,848,,,
,2022-03-18 08:00:00,0.9,12870.0,167,7.3,94,849,,,
,2022-03-18 09:00:00,1.5,16089.0,169,9.0,89,849,,,
,2022-03-18 10:00:00,1.5,14397.0,188,10.7,84,849,,,
,2022-03-18 11:00:00,2.0,10895.0,191,12.2,80,848,,,
,2022-03-18 12:00:00,0.6,7863.0,252,14.2,76,848,,,
,2022-03-18 13:00:00,1.2,7112.0,250,15.9,72,847,,,
,2022-03-18 14:00:00,2.8,11940.0,188,16.5,70,846,,,
,2022-03-18 15:00:00,1.3,6935.0,198,16.2,74,845,,,
,2022-03-18 16:00:00,0.9,8930.0,186,16.3,75,845,,,
,2022-03-18 17:00:00,2.1,9374.0,163,15.0,78,845,,,
,2022-03-18 18:00:00,1.7,11848.0,163,13.2,84,845,,,
,2022-03-18 19:00:00,1.1,13390.0,146,11.3,93,845,,,
,2022-03-18 20:00:00,0.6,13073.0,141,9.9,97,845,,,
,2022-03-18 21:00:00,1.8,13960.0,158,9.4,97,846,,,
,2022-03-18 22:00:00,2.7,15077.0,180,9.8,95,846,,,
,2022-03-18 23:00:00,2.5,17275.0,189,10.3,92,847,,,
,2022-03-19 00:00:00,2.8,18110.0,215,10.2,97,847,,,
,2022-03-19 01:00:00,2.8,20296.0,212,10.8,94,847,,,
,2022-03-19 02:00:00,2.6,21828.0,209,10.7,93,846,,,
,2022-03-19 03:00:00,2.6,22542.0,205,10.4,95,846,,,
,2022-03-19 04:00:00,2.9,24294.0,211,10.5,94,845,,,
,2022-03-19 05:00:00,2.9,23287.0,224,10.8,94,844,,,
,2022-03-19 06:00:00,2.8,20021.0,238,10.7,95,845,,,
,2022-03-19 07:00:00,2.3,17943.0,239,11.7,92,845,,,
,2022-03-19 08:00:00,1.8,16083.0,225,14.3,88,846,,,
,2022-03-19 09:00:00,1.8,15484.0,199,16.5,84,847,,,
,2022-03-19 10:00:00,2.4,20085.0,199,17.5,82,847,,,
,2022-03-19 11:00:00,3.1,21436.0,191,18.0,81,847,,,
,2022-03-19 12:00:00,3.7,19946.0,196,19.0,79,846,,,
,2022-03-19 13:00:00,3.7,20522.0,185,19.3,78,845,,,
,2022-03-19 14:00:00,3.7,18801.0,180,19.7,76,844,,,
,2022-03-19 15:00:00,3.4,16982.0,175,20.1,75,843,,,
,2022-03-19 16:00:00,3.1,14220.0,155,19.8,77,843,,,
,2022-03-19 17:00:00,2.9,11423.0,142,19.0,80,843,,,
,2022-03-19 18:00:00,2.7,8912.0,129,18.0,84,844,,,
,2022-03-19 19:00:00,2.6,9055.0,106,16.7,92,844,,,
,2022-03-19 20:00:00,3.4,14652.0,104,15.9,96,845,,,
,2022-03-19 21:00:00,4.2,21213.0,101,16.0,95,845,,,
,2022-03-19 22:00:00,4.3,23331.0,102,15.7,96,846,,,
,2022-03-19 23:00:00,3.9,22544.0,102,15.3,98,846,,,
,2022-03-20 00:00:00,4.5,30862.0,87,12.6,97,846,,,
,2022-03-20 01:00:00,4.2,29324.0,93,12.4,97,846,,,
,2022-03-20 02:00:00,4.2,28582.0,94,12.1,96,845,,,
,2022-03-20 03:00:00,3.6,28320.0,103,11.8,97,844,,,
,2022-03-20 04:00:00,3.4,29551.0,113,11.5,97,844,,,
,2022-03-20 05:00:00,3.8,31148.0,119,11.5,97,844,,,
,2022-03-20 06:00:00,3.5,33229.0,141,11.7,96,844,,,
,2022-03-20 07:00:00,3.9,35737.0,150,11.8,97,845,,,
,2022-03-20 08:00:00,4.2,36035.0,156,12.0,96,846,,,
,2022-03-20 09:00:00,4.4,35224.0,152,12.6,95,846,,,
,2022-03-20 10:00:00,3.9,31052.0,157,13.1,95,846,,,
,2022-03-20 11:00:00,3.6,27262.0,157,13.4,93,846,,,
,2022-03-20 12:00:00,3.2,25165.0,162,14.5,91,846,,,
,2022-03-20 13:00:00,3.0,20393.0,168,15.4,90,845,,,
,2022-03-20 14:00:00,2.8,17190.0,161,15.2,92,844,,,
,2022-03-20 15:00:00,2.6,15921.0,157,15.7,90,843,,,
,2022-03-20 16:00:00,2.1,12875.0,139,14.9,93,843,,,
,2022-03-20 17:00:00,2.1,11462.0,118,14.1,93,843,,,
,2022-03-20 18:00:00,2.4,13249.0,105,13.0,94,844,,,
,2022-03-20 19:00:00,2.5,15230.0,95,12.0,93,844,,,
,2022-03-20 20:00:00,2.5,18154.0,97,11.5,92,845,,,
,2022-03-20 21:00:00,3.0,20359.0,102,11.1,93,846,,,
,2022-03-20 22:00:00,3.0,22514.0,116,10.5,95,846,,,
,2022-03-20 23:00:00,3.6,25781.0,126,10.4,96,846,,,
,2022-03-21 00:00:00,2.9,24038.0,98,7.5,97,847,,,
,2022-03-21 01:00:00,3.0,26432.0,113,7.4,97,846,,,
,2022-03-21 02:00:00,2.7,25280.0,118,7.3,97,846,,,
